REQ-00000,10000000,3000,0.31478404998779297,3.0994415283203125e-06,['mobilenet_v3_small'],toucan,0.9993752837181091,most_confident,293.17754099611193,True,n01592084,1.0,chickadee,,,,,,0.9993752837181091,-1.0,-1.0,-1.0,-1.0,-1.0,0.05197741106869989,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00001,10000000,3000,0.3674750328063965,1.4178760051727295,['mobilenet_v3_small'],indigo_bunting,0.9055100679397583,most_confident,347.6059169624932,True,n01924916,1.0,flatworm,,,,,,0.9055100679397583,-1.0,-1.0,-1.0,-1.0,-1.0,0.0603758699618299,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00002,10000000,3000,0.2511410713195801,4.963244915008545,['mobilenet_v3_small'],sea_anemone,0.8497840762138367,most_confident,231.6530420212075,True,n01914609,1.0,sea_anemone,,,,,,0.8497840762138367,-1.0,-1.0,-1.0,-1.0,-1.0,0.05900548296564691,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00003,10000000,3000,0.23545312881469727,6.572286128997803,['mobilenet_v3_small'],american_coot,0.8409811854362488,most_confident,217.3920830246061,True,n02018207,1.0,american_coot,,,,,,0.8409811854362488,-1.0,-1.0,-1.0,-1.0,-1.0,0.05760483466908222,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00004,10000000,3000,0.16586804389953613,7.172929048538208,['mobilenet_v3_small'],whiptail,0.9953030347824097,most_confident,151.71229100087658,True,n01685808,1.0,whiptail,,,,,,0.9953030347824097,-1.0,-1.0,-1.0,-1.0,-1.0,0.056584451202173994,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00005,10000000,3000,0.2647979259490967,15.06696105003357,['mobilenet_v3_small'],toucan,0.8173742890357971,most_confident,240.79508398426697,True,n01955084,1.0,chiton,,,,,,0.8173742890357971,-1.0,-1.0,-1.0,-1.0,-1.0,0.0551018060819566,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00006,10000000,3000,0.2152388095855713,17.95602798461914,['mobilenet_v3_small'],bullfrog,0.5160830616950989,most_confident,200.2985409926623,True,n01644900,1.0,bullfrog,,,,,,0.5160830616950989,-1.0,-1.0,-1.0,-1.0,-1.0,0.05406532547376094,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00007,10000000,3000,0.3348507881164551,17.999237060546875,['mobilenet_v3_small'],chiton,0.9999991655349731,most_confident,284.7782080061734,True,n01820546,1.0,lorikeet,,,,,,0.9999991655349731,-1.0,-1.0,-1.0,-1.0,-1.0,0.05406532547376094,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00008,10000000,3000,0.24541282653808594,18.904606819152832,['mobilenet_v3_small'],komodo_dragon,0.8670088648796082,most_confident,214.78383400244638,True,n01695060,1.0,komodo_dragon,,,,,,0.8670088648796082,-1.0,-1.0,-1.0,-1.0,-1.0,0.05207902363374636,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00009,10000000,3000,0.3064889907836914,22.433364868164062,['mobilenet_v3_small'],prairie_chicken,0.999681830406189,most_confident,275.63591703074053,True,n01798484,1.0,prairie_chicken,,,,,,0.999681830406189,-1.0,-1.0,-1.0,-1.0,-1.0,0.051171621270371725,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00010,10000000,3000,0.21251893043518066,24.38399887084961,['mobilenet_v3_small'],drake,0.999886155128479,most_confident,194.1569170448929,True,n01847000,1.0,drake,,,,,,0.999886155128479,-1.0,-1.0,-1.0,-1.0,-1.0,0.05233665914333455,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00011,10000000,3000,0.23452091217041016,28.100547075271606,['mobilenet_v3_small'],american_alligator,0.922240138053894,most_confident,215.2351249824278,True,n01698640,1.0,american_alligator,,,,,,0.922240138053894,-1.0,-1.0,-1.0,-1.0,-1.0,0.051694693229001096,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00012,10000000,3000,0.21839427947998047,31.61502194404602,['mobilenet_v3_small'],stingray,0.9525521993637085,most_confident,191.47733302088454,True,n01498041,1.0,stingray,,,,,,0.9525521993637085,-1.0,-1.0,-1.0,-1.0,-1.0,0.05119382390610099,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00013,10000000,3000,0.23272418975830078,38.19494009017944,['mobilenet_v3_small'],vine_snake,0.8148623704910278,most_confident,209.59475002018735,True,n01739381,1.0,vine_snake,,,,,,0.8148623704910278,-1.0,-1.0,-1.0,-1.0,-1.0,0.050575841515490896,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00014,10000000,3000,0.2584042549133301,42.10478496551514,['mobilenet_v3_small'],sulphur-crested_cockatoo,0.9999873638153076,most_confident,227.039415971376,True,n01819313,1.0,sulphur-crested_cockatoo,,,,,,0.9999873638153076,-1.0,-1.0,-1.0,-1.0,-1.0,0.04992595736394181,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00015,10000000,3000,0.4392380714416504,43.57212996482849,['mobilenet_v3_small'],goldfish,0.9999310970306396,most_confident,414.9304580059834,True,n01443537,1.0,goldfish,,,,,,0.9999310970306396,-1.0,-1.0,-1.0,-1.0,-1.0,0.04964256162754763,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00016,10000000,3000,0.31598711013793945,45.12790298461914,['mobilenet_v3_small'],flatworm,0.9915212392807007,most_confident,288.66700001526624,True,n01924916,1.0,flatworm,,,,,,0.9915212392807007,-1.0,-1.0,-1.0,-1.0,-1.0,0.04903810546479286,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00017,10000000,3000,0.4572939872741699,48.965819120407104,['mobilenet_v3_small'],american_coot,0.9994688630104065,most_confident,233.56991598848253,True,n01860187,1.0,black_swan,,,,,,0.9994688630104065,-1.0,-1.0,-1.0,-1.0,-1.0,0.04859739491831357,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
