REQ-00000,2000,2000,2.518160104751587,2.86102294921875e-06,"['vit_b_16', 'resnet101', 'resnet50']","['vit_b_16', 'resnet101']",indigo_bunting,1.0,weighted_majority,2501.4351669233292,True,n01537544,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet101']",0.2,greedy,0.1,static,,,,,indigo_bunting,indigo_bunting,-1.0,-1.0,-1.0,-1.0,0.9983729124069214,0.8918590545654297,-1.0,-1.0,-1.0,0.14813073296430698,0.33984242606543935,0.3236105116050358
REQ-00001,2000,2000,0.47242212295532227,2.4210569858551025,"['vit_b_16', 'resnet50', 'resnet34']",['vit_b_16'],chambered_nautilus,0.9063884615898132,single_model,457.9551250208169,True,n01968897,3,0.9,[],2,early_exit_first_finished_pass=vit_b_16,0.4,greedy,0.1,static,,,,,,chambered_nautilus,-1.0,-1.0,-1.0,-1.0,-1.0,0.9063884615898132,-1.0,-1.0,0.10254398712979573,0.14813073296430698,-1.0,0.4414289604445322
REQ-00003,2000,2000,0.35860514640808105,7.026736736297607,"['vit_b_16', 'resnet34', 'resnet18']",['resnet34'],chambered_nautilus,0.9999994039535522,single_model,346.2652089074254,True,n01968897,3,0.9,[],2,early_exit_first_finished_pass=resnet34,0.6,greedy,0.1,static,,,chambered_nautilus,,,,-1.0,-1.0,0.9999994039535522,-1.0,-1.0,-1.0,-1.0,0.06624814683704375,0.10254398712979573,-1.0,-1.0,0.43119456440007903
REQ-00002,2000,2000,3.4779300689697266,4.007699966430664,"['vit_b_16', 'resnet50', 'resnet34']",['resnet50'],macaw,0.9999921321868896,single_model,3459.6831668168306,True,n01818515,3,0.9,[],2,early_exit_first_finished_pass=resnet50,0.6,greedy,0.1,static,,,,macaw,,,-1.0,-1.0,-1.0,0.9999921321868896,-1.0,-1.0,-1.0,-1.0,0.10254398712979573,0.2315510596678763,-1.0,0.43119456440007903
REQ-00004,2000,2000,10.757513999938965,10.328315734863281,"['resnet101', 'resnet50', 'resnet34']","['resnet50', 'resnet101']",thunder_snake,1.0,weighted_majority,10741.94633308798,True,n01728572,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['resnet50', 'resnet101']",0.4,greedy,0.1,static,,,,thunder_snake,thunder_snake,,-1.0,-1.0,-1.0,0.48783132433891296,0.7771409749984741,-1.0,-1.0,-1.0,0.11761758841681616,0.5332315537010887,0.5370781834588954,-1.0
REQ-00006,2000,2000,9.50066089630127,12.552244901657104,"['vit_b_16', 'resnet18', 'mobilenet_v3_small']","['resnet18', 'vit_b_16']",kite,1.0,weighted_majority,9476.586125092581,True,n01608432,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['resnet18', 'vit_b_16']",0.6,greedy,0.1,static,,kite,,,,kite,-1.0,0.6992838978767395,-1.0,-1.0,-1.0,0.8876608610153198,0.04283985161114079,0.06624814683704375,-1.0,-1.0,-1.0,0.8876347571640641
REQ-00007,2000,2000,9.553270101547241,15.259750843048096,"['vit_b_16', 'mobilenet_v3_small']",['mobilenet_v3_small'],great_white_shark,0.9962241649627686,single_model,9531.755041796714,True,n01484850,3,0.9,[],2,early_exit_first_finished_pass=mobilenet_v3_small,0.8,greedy,0.1,static,great_white_shark,,,,,,0.9962241649627686,-1.0,-1.0,-1.0,-1.0,-1.0,0.04640983924540252,-1.0,-1.0,-1.0,-1.0,0.9616043202610695
REQ-00005,2000,2000,19.48481512069702,12.147026777267456,"['resnet101', 'resnet34', 'resnet18']","['resnet34', 'resnet101']",black_and_gold_garden_spider,1.0,weighted_majority,19468.25116709806,True,n01773157,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['resnet34', 'resnet101']",0.4,greedy,0.1,static,,,black_and_gold_garden_spider,,black_and_gold_garden_spider,,-1.0,-1.0,0.669252336025238,-1.0,0.7864454388618469,-1.0,-1.0,0.06624814683704375,0.11761758841681616,-1.0,0.5370781834588954,-1.0
REQ-00008,2000,2000,14.971787929534912,16.900810956954956,"['vit_b_16', 'mobilenet_v3_small']",['mobilenet_v3_small'],goldfinch,0.9999926090240479,single_model,14955.669291084632,True,n01531178,3,0.9,[],2,early_exit_first_finished_pass=mobilenet_v3_small,0.8,greedy,0.1,static,goldfinch,,,,,,0.9999926090240479,-1.0,-1.0,-1.0,-1.0,-1.0,0.5504169189986385,-1.0,-1.0,-1.0,-1.0,1.4656114000143055
REQ-00009,2000,2000,15.440906047821045,18.093878984451294,"['vit_b_16', 'resnet18']","['resnet18', 'vit_b_16']",sidewinder,0.6084448931685524,weighted_majority,15417.42491722107,True,n01756291,3,0.9,[],2,ran_all,0.6,greedy,0.1,static,,diamondback,,,,sidewinder,-1.0,0.5200387239456177,-1.0,-1.0,-1.0,0.8080980181694031,-1.0,1.253109094755298,-1.0,-1.0,-1.0,1.6181438135169166
