REQ-00000,100,10,8.375817775726318,3.814697265625e-06,['resnet18'],terrapin,1.0,weighted_majority,8320.305250003003,True,n01667778,4.0,,terrapin,,,,,-1.0,0.6684626936912537,-1.0,-1.0,-1.0,-1.0,-1.0,0.06634490458575613,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00001,100,10,10.67003321647644,0.0338597297668457,['resnet18'],green_mamba,1.0,weighted_majority,10271.705667022616,True,n01729977,4.0,,green_mamba,,,,,-1.0,0.5563709735870361,-1.0,-1.0,-1.0,-1.0,-1.0,0.06634490458575613,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00004,100,10,18.599711179733276,0.09081888198852539,['mobilenet_v3_small'],hummingbird,1.0,weighted_majority,17021.354167023674,True,n01833805,4.0,hummingbird,,,,,,0.9983721375465393,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00002,100,10,18.64708971977234,0.06263399124145508,['mobilenet_v3_small'],snail,1.0,weighted_majority,17938.87700000778,True,n01944390,4.0,snail,,,,,,0.3033038377761841,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00003,100,10,18.64570903778076,0.07149386405944824,['mobilenet_v3_small'],indigo_bunting,1.0,weighted_majority,17181.32470798446,True,n01537544,4.0,indigo_bunting,,,,,,0.8995645642280579,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00006,100,10,18.607813835144043,0.11495804786682129,['mobilenet_v3_small'],sea_anemone,1.0,weighted_majority,16730.510417022742,True,n01914609,4.0,sea_anemone,,,,,,0.9860110282897949,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00010,100,10,18.574967861175537,0.1549386978149414,['mobilenet_v3_small'],great_white_shark,1.0,weighted_majority,15994.627083011437,True,n01484850,4.0,great_white_shark,,,,,,0.9603736996650696,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00014,100,10,18.53649592399597,0.1992509365081787,['mobilenet_v3_small'],wolf_spider,1.0,weighted_majority,15039.796417055186,True,n01775062,4.0,wolf_spider,,,,,,0.9445510506629944,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00015,100,10,45.02587914466858,0.21692109107971191,['mobilenet_v3_small'],black_swan,1.0,weighted_majority,41415.28895800002,True,n01860187,4.0,black_swan,,,,,,0.9996825456619263,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00016,100,10,45.041218757629395,0.22520875930786133,['mobilenet_v3_small'],spoonbill,1.0,weighted_majority,40973.13216596376,True,n02006656,4.0,spoonbill,,,,,,0.9999855756759644,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00017,100,10,45.05069303512573,0.23302388191223145,['mobilenet_v3_small'],coucal,1.0,weighted_majority,40717.368542042095,True,n01824575,4.0,coucal,,,,,,0.9999990463256836,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00020,100,10,45.03062891960144,0.2580139636993408,['mobilenet_v3_small'],tiger_shark,1.0,weighted_majority,40426.81170901051,True,n01484850,4.0,tiger_shark,,,,,,0.29130980372428894,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00021,100,10,45.028263330459595,0.2640848159790039,['mobilenet_v3_small'],water_ouzel,1.0,weighted_majority,40297.24391596392,True,n01601694,4.0,water_ouzel,,,,,,0.8442492485046387,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00009,100,10,45.154483795166016,0.14102983474731445,['mobilenet_v3_small'],chiton,1.0,weighted_majority,42726.08895803569,True,n01955084,4.0,chiton,,,,,,0.3934822976589203,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
REQ-00013,100,10,45.10675406455994,0.19200682640075684,['mobilenet_v3_small'],harvestman,1.0,weighted_majority,41831.99504198274,True,n01770081,4.0,harvestman,,,,,,0.9955433011054993,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545896949411162,-1.0,-1.0,-1.0,-1.0,-1.0,greedy,1
