REQ-00000,6000,700,1.0129330158233643,5.9604644775390625e-06,"['mobilenet_v3_small', 'resnet18', 'resnet34']",['resnet18'],sea_slug,0.9158753156661987,single_model,942.3005003482103,True,n01950731,3,0.9,[],2,early_exit_first_finished_pass=resnet18,0.2,greedy,0.9,adaptive,,sea_slug,,,,,-1.0,0.9158753156661987,-1.0,-1.0,-1.0,-1.0,0.06248391866885496,0.09112589488193418,0.13050462710589678,-1.0,-1.0,-1.0,0.0879991606759677
REQ-00002,6000,700,0.5850303173065186,1.0597739219665527,"['resnet18', 'resnet101', 'vit_b_16']",['resnet101'],macaw,0.9999879598617554,single_model,564.4261669367552,True,n01818515,3,0.9,[],2,early_exit_first_finished_pass=resnet101,0.6,greedy,0.9,adaptive,,,,,macaw,,-1.0,-1.0,-1.0,-1.0,0.9999879598617554,-1.0,-1.0,0.14467010539374076,-1.0,-1.0,0.2532325911418067,0.23071713307931374,0.17843174970073822
REQ-00001,6000,700,2.2542707920074463,0.8283629417419434,"['resnet34', 'resnet50', 'vit_b_16']",['resnet34'],tailed_frog,0.9736623167991638,single_model,2231.2442921102047,True,n01644900,3,0.9,[],2,early_exit_first_finished_pass=resnet34,0.4,greedy,0.9,adaptive,,,tailed_frog,,,,-1.0,-1.0,0.9736623167991638,-1.0,-1.0,-1.0,-1.0,-1.0,0.13050462710589678,0.2210691168052465,-1.0,0.23071713307931374,0.16480741855442846
REQ-00004,6000,700,0.44409608840942383,3.534621000289917,"['resnet18', 'vit_b_16', 'resnet34']",['resnet18'],sulphur-crested_cockatoo,0.9987945556640625,single_model,418.9782082103193,True,n01819313,3,0.9,[],2,early_exit_first_finished_pass=resnet18,1.0,greedy,0.9,adaptive,,sulphur-crested_cockatoo,,,,,-1.0,0.9987945556640625,-1.0,-1.0,-1.0,-1.0,-1.0,0.17200688536893002,0.3182173643953071,-1.0,-1.0,0.23071713307931374,0.21425785378210757
REQ-00006,6000,700,11.114606142044067,3.651038885116577,"['resnet18', 'resnet34', 'mobilenet_v3_small']","['resnet18', 'resnet34']",tiger_shark,1.0,weighted_majority,10935.345124918967,True,n01484850,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['resnet18', 'resnet34']",1.4,greedy,0.8644444444444445,adaptive,,tiger_shark,tiger_shark,,,,-1.0,0.6578779220581055,0.5302683115005493,-1.0,-1.0,-1.0,6.181120531,0.16534829683203703,0.3182173643953071,-1.0,-1.0,-1.0,0.5864784584278975
REQ-00007,6000,700,13.784929990768433,4.1988160610198975,"['mobilenet_v3_small', 'resnet101', 'resnet50']","['mobilenet_v3_small', 'resnet101']",horned_viper,0.5590155076238613,weighted_majority,13750.13466598466,True,n01756291,3,0.9,[],2,deadline_stop_before_resnet50,1.6,greedy,0.8466666666666667,adaptive,sidewinder,,,,horned_viper,,0.36650773882865906,-1.0,-1.0,-1.0,0.46460479497909546,-1.0,0.4814770207021336,-1.0,-1.0,6.871084625166667,6.232885228,-1.0,1.20735223710057
REQ-00003,6000,700,15.12263298034668,3.1915910243988037,"['resnet18', 'resnet101', 'vit_b_16']","['resnet18', 'resnet101', 'vit_b_16']",sea_anemone,0.6326946739813022,weighted_majority,15100.827250164002,True,n01914609,3,0.9,[],2,ran_all,0.8,greedy,0.9,adaptive,,jellyfish,,,sea_anemone,sea_anemone,-1.0,0.8142545223236084,-1.0,-1.0,0.5887228846549988,0.8138554692268372,-1.0,0.1789160948543667,-1.0,-1.0,0.25535823202762603,0.23071713307931374,0.21091043156066672
REQ-00009,6000,700,13.233451843261719,5.1009438037872314,"['mobilenet_v3_small', 'resnet50', 'resnet34']","['mobilenet_v3_small', 'resnet50']",bulbul,1.0,weighted_majority,13171.353208832443,True,n01560419,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['mobilenet_v3_small', 'resnet50']",1.8,greedy,0.8288888888888889,adaptive,bulbul,,,bulbul,,,0.8643200993537903,-1.0,-1.0,0.9624814391136169,-1.0,-1.0,0.9629540414042672,-1.0,7.5161831937854675,7.352561645868801,-1.0,-1.0,1.8070777169279635
REQ-00008,6000,700,16.412302017211914,4.997099876403809,"['mobilenet_v3_small', 'resnet101', 'resnet50']","['mobilenet_v3_small', 'resnet101']",albatross,1.0,weighted_majority,16387.87933299318,True,n02058221,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['mobilenet_v3_small', 'resnet101']",1.8,greedy,0.8288888888888889,adaptive,albatross,,,,albatross,,0.35773321986198425,-1.0,-1.0,-1.0,0.9908018708229065,-1.0,0.9629540414042672,-1.0,-1.0,7.352561645868801,6.62244055475,-1.0,1.710841015418308
REQ-00011,6000,700,15.673820972442627,6.3278889656066895,"['mobilenet_v3_small', 'resnet50', 'resnet34']",['mobilenet_v3_small'],great_grey_owl,0.9999984502792358,single_model,15588.464250322431,True,n01622779,3,0.9,[],2,early_exit_first_finished_pass=mobilenet_v3_small,1.8,greedy,0.8288888888888889,adaptive,great_grey_owl,,,,,,0.9999984502792358,-1.0,-1.0,-1.0,-1.0,-1.0,2.5603559425204008,-1.0,8.794104714678374,8.630483166761707,-1.0,-1.0,3.4618450941184213
REQ-00005,6000,700,19.015824794769287,3.631962776184082,"['resnet34', 'resnet101', 'mobilenet_v3_small']","['resnet34', 'resnet101']",hammerhead,0.6306982277121658,weighted_majority,18957.798874936998,True,n01494475,3,0.9,[],2,deadline_stop_before_mobilenet_v3_small,1.2,greedy,0.8822222222222222,adaptive,,,coho,,hammerhead,,-1.0,-1.0,0.48099496960639954,-1.0,0.8214492797851562,-1.0,6.181120531,-1.0,0.3182173643953071,-1.0,6.232885228,-1.0,0.855247460476896
REQ-00018,6000,700,14.796263217926025,8.411220073699951,"['vit_b_16', 'resnet101', 'resnet18']",['vit_b_16'],kite,0.9022970795631409,single_model,14764.731500297785,True,n01608432,3,0.9,[],2,early_exit_first_finished_pass=vit_b_16,3.0,greedy,0.7222222222222222,adaptive,,,,,,kite,-1.0,-1.0,-1.0,-1.0,-1.0,0.9022970795631409,-1.0,6.550810432702305,-1.0,-1.0,6.62244055475,0.6779347335070938,1.3210660459292771
REQ-00010,6000,700,18.26806092262268,6.264790773391724,"['mobilenet_v3_small', 'resnet50', 'resnet34']",['mobilenet_v3_small'],snail,0.9254665970802307,single_model,18246.748125180602,True,n01944390,3,0.9,[],2,early_exit_first_finished_pass=mobilenet_v3_small,1.6,greedy,0.8466666666666667,adaptive,snail,,,,,,0.9254665970802307,-1.0,-1.0,-1.0,-1.0,-1.0,2.5603559425204008,-1.0,9.113585094901602,8.949963546984934,-1.0,-1.0,3.500088744834638
REQ-00013,6000,700,25.746398210525513,6.932614803314209,"['mobilenet_v3_small', 'resnet50', 'resnet34']",['mobilenet_v3_small'],red-backed_sandpiper,0.98676598072052,single_model,25726.822416763753,True,n02027492,3,0.9,[],2,early_exit_first_finished_pass=mobilenet_v3_small,2.2,greedy,0.7933333333333333,adaptive,red-backed_sandpiper,,,,,,0.98676598072052,-1.0,-1.0,-1.0,-1.0,-1.0,3.5187970831900803,-1.0,10.07202623557128,9.908404687654613,-1.0,-1.0,4.515895361578642
REQ-00019,6000,700,25.621304035186768,8.42997694015503,"['vit_b_16', 'resnet101', 'resnet18']","['vit_b_16', 'resnet101']",terrapin,1.0,weighted_majority,25469.04587512836,True,n01667778,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet101']",3.0,greedy,0.7222222222222222,adaptive,,,,,terrapin,terrapin,-1.0,-1.0,-1.0,-1.0,0.9236143231391907,0.8839914798736572,-1.0,6.550810432702305,-1.0,-1.0,6.62244055475,0.6779347335070938,1.3210660459292771
REQ-00024,6000,700,25.264718294143677,10.332151889801025,"['vit_b_16', 'resnet34', 'resnet18']",['vit_b_16'],sea_snake,0.9448289275169373,single_model,25239.0967910178,True,n01751748,3,0.9,[],2,early_exit_first_finished_pass=vit_b_16,3.0,greedy,0.7222222222222222,adaptive,,,,,,sea_snake,-1.0,-1.0,-1.0,-1.0,-1.0,0.9448289275169373,-1.0,6.221510730641715,6.542653479849236,-1.0,-1.0,2.841995922324914,3.4435407691363755
REQ-00015,6000,700,31.086071014404297,7.223674774169922,"['mobilenet_v3_small', 'resnet50', 'resnet34']",['mobilenet_v3_small'],bee_eater,0.9996775388717651,single_model,30975.22029094398,True,n01828970,3,0.9,[],2,early_exit_first_finished_pass=mobilenet_v3_small,2.6,greedy,0.7577777777777778,adaptive,bee_eater,,,,,,0.9996775388717651,-1.0,-1.0,-1.0,-1.0,-1.0,3.6654136283230008,-1.0,10.791233166134756,10.62761161821809,-1.0,-1.0,4.739829714638457
REQ-00014,6000,700,33.215254068374634,7.157549858093262,"['mobilenet_v3_small', 'resnet50', 'resnet34']","['mobilenet_v3_small', 'resnet50']",tailed_frog,1.0,weighted_majority,33178.629875183105,True,n01644900,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['mobilenet_v3_small', 'resnet50']",2.4,greedy,0.7755555555555556,adaptive,tailed_frog,,,tailed_frog,,,0.8894950151443481,-1.0,-1.0,0.912392795085907,-1.0,-1.0,3.867321134342692,-1.0,10.17851969564569,10.014898147729022,-1.0,-1.0,4.85630712318539
REQ-00017,6000,700,33.17137694358826,7.771772861480713,['mobilenet_v3_small'],['mobilenet_v3_small'],hermit_crab,0.7533812522888184,single_model,33147.31641719118,True,n01986214,3,0.9,[],2,ran_all,3.0,greedy,0.7222222222222222,adaptive,hermit_crab,,,,,,0.7533812522888184,-1.0,-1.0,-1.0,-1.0,-1.0,12.159907959492458,-1.0,-1.0,-1.0,-1.0,-1.0,12.169504959492457
REQ-00012,6000,700,34.49310302734375,6.632547855377197,"['mobilenet_v3_small', 'resnet50', 'resnet34']","['mobilenet_v3_small', 'resnet50']",stingray,1.0,weighted_majority,34471.70150000602,True,n01498041,3,0.9,[],2,"early_exit_aggregate_pass_after_first_batch=['mobilenet_v3_small', 'resnet50']",2.0,greedy,0.8111111111111111,adaptive,stingray,,,stingray,,,0.43325772881507874,-1.0,-1.0,0.8830134272575378,-1.0,-1.0,2.7885562141084197,-1.0,9.912286045459666,9.748664497543,-1.0,-1.0,3.8102396965288343
REQ-00028,6000,700,32.121866941452026,10.997227668762207,"['vit_b_16', 'resnet34', 'resnet18']",['vit_b_16'],water_ouzel,0.9058651328086853,single_model,31716.53658291325,True,n01601694,3,0.9,[],2,early_exit_first_finished_pass=vit_b_16,3.6,greedy,0.6688888888888889,adaptive,,,,,,water_ouzel,-1.0,-1.0,-1.0,-1.0,-1.0,0.9058651328086853,-1.0,6.434071056963072,6.755213806170594,-1.0,-1.0,2.4366887072401706,3.08458785398231
REQ-00020,6000,700,34.859633922576904,9.440049886703491,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34']",red-breasted_merganser,0.5896592467900048,weighted_majority,34831.41733286902,True,n02037110,3,0.9,[],2,deadline_stop_before_resnet18,2.6,greedy,0.7577777777777778,adaptive,,,red-breasted_merganser,,,oystercatcher,-1.0,-1.0,0.7477140426635742,-1.0,-1.0,0.5203302502632141,-1.0,5.93809696221324,6.259239711420761,-1.0,-1.0,4.328122377635641,4.8150717866070325
